time,open,high,low,close
1997-09-22T10:00:00+04:00,100,100,100,100
1997-09-23T10:00:00+04:00,100.67,100.67,100.67,100.67
1997-09-24T10:00:00+04:00,99.940002,99.940002,99.940002,99.940002
1997-09-25T10:00:00+04:00,99.459999,99.459999,99.459999,99.459999
1997-09-26T10:00:00+04:00,98.870003,98.870003,98.870003,98.870003
1997-09-29T10:00:00+04:00,99.139999,99.139999,99.139999,99.139999
1997-09-30T10:00:00+04:00,100.16,100.16,100.16,100.16
1997-10-01T10:00:00+04:00,101.21,101.21,101.21,101.21
1997-10-02T10:00:00+04:00,105.8,105.8,105.8,105.8
1997-10-03T10:00:00+04:00,110.73,110.73,110.73,110.73
1997-10-06T10:00:00+04:00,115.03,115.03,115.03,115.03
1997-10-07T10:00:00+04:00,112.67,112.67,112.67,112.67
1997-10-08T10:00:00+04:00,112.22,112.22,112.22,112.22
1997-10-09T10:00:00+04:00,107.89,107.89,107.89,107.89
1997-10-10T10:00:00+04:00,106.56,106.56,106.56,106.56
1997-10-13T10:00:00+04:00,108.54,108.54,108.54,108.54
1997-10-14T10:00:00+04:00,111.44,111.44,111.44,111.44
1997-10-15T10:00:00+04:00,109.65,109.65,109.65,109.65
1997-10-16T10:00:00+04:00,109.68,109.68,109.68,109.68
1997-10-17T10:00:00+04:00,107.9,107.9,107.9,107.9
1997-10-20T10:00:00+04:00,107.46,107.46,107.46,107.46
1997-10-21T10:00:00+04:00,109.39,109.39,109.39,109.39
1997-10-22T10:00:00+04:00,111.19,111.19,111.19,111.19
1997-10-23T10:00:00+04:00,106.82,106.82,106.82,106.82
1997-10-24T10:00:00+04:00,105.33,105.33,105.33,105.33
1997-10-27T10:00:00+03:00,99.650002,99.650002,99.650002,99.650002
1997-10-28T10:00:00+03:00,78.910004,78.910004,78.910004,78.910004
1997-10-29T10:00:00+03:00,94.730003,94.730003,94.730003,94.730003
1997-10-30T10:00:00+03:00,85.269997,85.269997,85.269997,85.269997
1997-10-31T10:00:00+03:00,86.459999,86.459999,86.459999,86.459999
1997-11-03T10:00:00+03:00,89.339996,89.339996,89.339996,89.339996
1997-11-04T10:00:00+03:00,89.339996,89.339996,89.339996,89.339996
1997-11-05T10:00:00+03:00,88.849998,88.849998,88.849998,88.849998
1997-11-06T10:00:00+03:00,88.599998,88.599998,88.599998,88.599998
1997-11-10T10:00:00+03:00,81.769997,81.769997,81.769997,81.769997
1997-11-11T10:00:00+03:00,77.199997,77.199997,77.199997,77.199997
1997-11-12T10:00:00+03:00,71.190002,71.190002,71.190002,71.190002
1997-11-13T10:00:00+03:00,68.230003,68.230003,68.230003,68.230003
1997-11-14T10:00:00+03:00,67.419998,67.419998,67.419998,67.419998
1997-11-17T10:00:00+03:00,68.059998,68.059998,68.059998,68.059998
1997-11-18T10:00:00+03:00,72.18,72.18,72.18,72.18
1997-11-19T10:00:00+03:00,70.510002,70.510002,70.510002,70.510002
1997-11-20T10:00:00+03:00,72.580002,72.580002,72.580002,72.580002
1997-11-21T10:00:00+03:00,77.519997,77.519997,77.519997,77.519997
1997-11-24T10:00:00+03:00,74.010002,74.010002,74.010002,74.010002
1997-11-25T10:00:00+03:00,69.489998,69.489998,69.489998,69.489998
1997-11-26T10:00:00+03:00,72.650002,72.650002,72.650002,72.650002
1997-11-27T10:00:00+03:00,70.199997,70.199997,70.199997,70.199997
1997-11-28T10:00:00+03:00,67.940002,67.940002,67.940002,67.940002
1997-12-01T10:00:00+03:00,66.660004,66.660004,66.660004,66.660004
1997-12-02T10:00:00+03:00,66.699997,66.699997,66.699997,66.699997
1997-12-03T10:00:00+03:00,70.050003,70.050003,70.050003,70.050003
1997-12-04T10:00:00+03:00,74.839996,74.839996,74.839996,74.839996
1997-12-05T10:00:00+03:00,79.160004,79.160004,79.160004,79.160004
1997-12-08T10:00:00+03:00,80.269997,80.269997,80.269997,80.269997
1997-12-09T10:00:00+03:00,80.889999,80.889999,80.889999,80.889999
1997-12-10T10:00:00+03:00,76.879997,76.879997,76.879997,76.879997
1997-12-11T10:00:00+03:00,71.059998,71.059998,71.059998,71.059998
1997-12-15T10:00:00+03:00,76.129997,76.129997,76.129997,76.129997
1997-12-16T10:00:00+03:00,79.050003,79.050003,79.050003,79.050003
1997-12-17T10:00:00+03:00,81.589996,81.589996,81.589996,81.589996
1997-12-18T10:00:00+03:00,80.160004,80.160004,80.160004,80.160004
1997-12-19T10:00:00+03:00,76.389999,76.389999,76.389999,76.389999
1997-12-22T10:00:00+03:00,76.75,76.75,76.75,76.75
1997-12-23T10:00:00+03:00,79.470001,79.470001,79.470001,79.470001
1997-12-24T10:00:00+03:00,78.720001,78.720001,78.720001,78.720001
1997-12-25T10:00:00+03:00,79.910004,79.910004,79.910004,79.910004
1997-12-26T10:00:00+03:00,80.980003,80.980003,80.980003,80.980003
1997-12-29T10:00:00+03:00,83.199997,83.199997,83.199997,83.199997
1997-12-30T10:00:00+03:00,85.050003,85.050003,85.050003,85.050003
1998-01-06T10:00:00+03:00,88.970001,88.970001,88.970001,88.970001
1998-01-08T10:00:00+03:00,83.559998,83.559998,83.559998,83.559998
1998-01-09T10:00:00+03:00,81.260002,81.260002,81.260002,81.260002
1998-01-12T10:00:00+03:00,70.610001,70.610001,70.610001,70.610001
1998-01-13T10:00:00+03:00,73.339996,73.339996,73.339996,73.339996
1998-01-14T10:00:00+03:00,74.160004,74.160004,74.160004,74.160004
1998-01-15T10:00:00+03:00,70.620003,70.620003,70.620003,70.620003
1998-01-16T10:00:00+03:00,70.610001,70.610001,70.610001,70.610001
1998-01-19T10:00:00+03:00,73.400002,73.400002,73.400002,73.400002
1998-01-20T10:00:00+03:00,73.330002,73.330002,73.330002,73.330002
1998-01-21T10:00:00+03:00,71.699997,71.699997,71.699997,71.699997
1998-01-22T10:00:00+03:00,67.75,67.75,67.75,67.75
1998-01-23T10:00:00+03:00,65.980003,65.980003,65.980003,65.980003
1998-01-26T10:00:00+03:00,60.34,60.34,60.34,60.34
1998-01-27T10:00:00+03:00,62.990002,62.990002,62.990002,62.990002
1998-01-28T10:00:00+03:00,62.709999,62.709999,62.709999,62.709999
1998-01-29T10:00:00+03:00,57.950001,57.950001,57.950001,57.950001
1998-01-30T10:00:00+03:00,62.209999,62.209999,62.209999,62.209999
1998-02-02T10:00:00+03:00,67.389999,67.389999,67.389999,67.389999
1998-02-03T10:00:00+03:00,65.959999,65.959999,65.959999,65.959999
1998-02-04T10:00:00+03:00,64.099998,64.099998,64.099998,64.099998
1998-02-05T10:00:00+03:00,67.480003,67.480003,67.480003,67.480003
1998-02-06T10:00:00+03:00,70.400002,70.400002,70.400002,70.400002
1998-02-09T10:00:00+03:00,71.360001,71.360001,71.360001,71.360001
1998-02-10T10:00:00+03:00,69.709999,69.709999,69.709999,69.709999
1998-02-11T10:00:00+03:00,72.150002,72.150002,72.150002,72.150002
1998-02-12T10:00:00+03:00,70.629997,70.629997,70.629997,70.629997
1998-02-13T10:00:00+03:00,69.599998,69.599998,69.599998,69.599998
1998-02-16T10:00:00+03:00,70.32,70.32,70.32,70.32
1998-02-17T10:00:00+03:00,72.089996,72.089996,72.089996,72.089996
1998-02-18T10:00:00+03:00,71.440002,71.440002,71.440002,71.440002
1998-02-19T10:00:00+03:00,71.720001,71.720001,71.720001,71.720001
1998-02-20T10:00:00+03:00,71.779999,71.779999,71.779999,71.779999
1998-02-23T10:00:00+03:00,73.040001,73.040001,73.040001,73.040001
1998-02-24T10:00:00+03:00,72.599998,72.599998,72.599998,72.599998
1998-02-25T10:00:00+03:00,72.489998,72.489998,72.489998,72.489998
1998-02-26T10:00:00+03:00,73.760002,73.760002,73.760002,73.760002
1998-02-27T10:00:00+03:00,73.379997,73.379997,73.379997,73.379997
1998-03-02T10:00:00+03:00,75.160004,75.160004,75.160004,75.160004
1998-03-03T10:00:00+03:00,76.599998,76.599998,76.599998,76.599998
1998-03-04T10:00:00+03:00,77.209999,77.209999,77.209999,77.209999
1998-03-05T10:00:00+03:00,76.660004,76.660004,76.660004,76.660004
1998-03-06T10:00:00+03:00,77.849998,77.849998,77.849998,77.849998
1998-03-10T10:00:00+03:00,79.800003,79.800003,79.800003,79.800003
1998-03-11T10:00:00+03:00,82.910004,82.910004,82.910004,82.910004
1998-03-12T10:00:00+03:00,81.290001,81.290001,81.290001,81.290001
1998-03-13T10:00:00+03:00,80.949997,80.949997,80.949997,80.949997
1998-03-16T10:00:00+03:00,80.879997,80.879997,80.879997,80.879997
1998-03-17T10:00:00+03:00,78.43,78.43,78.43,78.43
1998-03-18T10:00:00+03:00,76.029999,76.029999,76.029999,76.029999
1998-03-19T10:00:00+03:00,77.400002,77.400002,77.400002,77.400002
1998-03-20T10:00:00+03:00,78.75,78.75,78.75,78.75
1998-03-23T10:00:00+03:00,77.419998,77.419998,77.419998,77.419998
1998-03-24T10:00:00+03:00,80.389999,80.389999,80.389999,80.389999
